[  9.38655253  51.49665385],[  9.38620634  51.49657482],[  9.3862299  51.49658  ],[  9.38684625  51.4967145 ],[  9.3873199  51.4968   ],[  9.38771992  51.49691667],[  9.38779901  51.49693974],[  9.38780807  51.49694238],[  9.38781913  51.49694561],[  9.38783819  51.49695117],[  9.38784799  51.49695403],[  9.38785069  51.49695481],[  9.38785156  51.49695507],[  9.38785379  51.49695572],[  9.38785443  51.4969559 ],[  9.38785679  51.49695659],[  9.38785857  51.49695711],[  9.38786009  51.49695756],[  9.38786125  51.49695789],[  9.38786164  51.49695801],[  9.38786199  51.49695811],[  9.38786285  51.49695836],[  9.38786425  51.49695877],[  9.38786515  51.49695903],[  9.38786578  51.49695921],[  9.38786669  51.49695948],[  9.38786712  51.49695961],[  9.38786745  51.4969597 ],[  9.38786798  51.49695986],[  9.38786831  51.49695995],[  9.38786878  51.49696009],[  9.38786913  51.49696019],[  9.38786965  51.49696034],[  9.38787006  51.49696046],[  9.38787034  51.49696055],[  9.38787081  51.49696068],[  9.38787134  51.49696084],[  9.38787164  51.49696092],[  9.38787205  51.49696104],[  9.38787236  51.49696113],[  9.38787251  51.49696118],[  9.38787266  51.49696122],[  9.38786951  51.4969603 ],[  9.38792397  51.49697619],[  9.3880399  51.49701  ],[  9.38739388  51.49682158],[  9.38704505  51.49675038],[  9.38655253  51.49665385],[  9.38620634  51.49657482],[  9.3862299  51.49658  ],[  9.38579641  51.49648472],[  9.38524348  51.4963632 ],[  9.38490053  51.49630963],[  9.38481668  51.49648443],[  9.38461451  51.49690585],[  9.38444299  51.49726339],[  9.38428933  51.49758371]
[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.8089335  53.0513669],[  8.80882657  53.05140047],[  8.8085099  53.0514999],[  8.8077199  53.0517399],[  8.8074299  53.0518299],[  8.80627  53.05218],[  8.80546473  53.05245004],[  8.80466    53.0527199],[  8.80381068  53.05307082],[  8.80306466  53.05338263],[  8.80209  53.05379],[  8.80160516  53.05402425],[  8.8012   53.05422],[  8.80039    53.0546599],[  8.80003575  53.05484686],[  8.79949295  53.05506864],[  8.79894    53.0554499],[  8.7981399  53.05593  ],[  8.79779    53.0561299],[  8.7967999  53.05671  ],[  8.79633593  53.05699561],[  8.79564889  53.05744938],[  8.79504434  53.05785776],[  8.7945126   53.05822589],[  8.79396005  53.0586126 ],[  8.79270759  53.05949526],[  8.79216317  53.05988211],[  8.79156508  53.06030377],[  8.79102809  53.06068235],[  8.79045    53.0610899],[  8.78993585  53.06145055],[  8.7892099  53.06196  ],[  8.78889507  53.06211401],[  8.78861701  53.06246528],[  8.78858664  53.06248754],[  8.78858459  53.06248904],[  8.78858495  53.06248878],[  8.78858441  53.06248918],[  8.7885843   53.06248925],[  8.78858445  53.06248915],[  8.78858398  53.06248949],[  8.78858399  53.06248948]
[  8.80669016  53.02848978],[  8.80630013  53.0279999 ],[  8.80591413  53.027513  ],[  8.8057738  53.0273286],[  8.80568615  53.02721331],[  8.8056  53.0271],[  8.80561121  53.02709452],[  8.8059499  53.02756  ],[  8.80604613  53.02795269],[  8.80662667  53.02841003],[  8.80701    53.0291199],[  8.8074273   53.02963667],[  8.80784102  53.03015388],[  8.80810308  53.03023913],[  8.80810345  53.03023904],[  8.80825722  53.0304334 ],[  8.80836    53.0305599],[  8.80844624  53.03064424],[  8.8088     53.0309899],[  8.8088699  53.03107  ],[  8.80928422  53.03161176],[  8.80949  53.03196],[  8.80947328  53.03234898],[  8.80975  53.03275],[  8.80996248  53.03306083],[  8.81020469  53.03341517],[  8.8105574   53.03399625],[  8.8109   53.03452],[  8.81115155  53.03490752],[  8.81144919  53.03536605],[  8.81323801  53.03811986],[  8.8136299  53.03872  ],[  8.81373027  53.03888287],[  8.81379106  53.03898152],[  8.81385881  53.03909145],[  8.8140275   53.03936517],[  8.81424  53.03971],[  8.81439666  53.04005982],[  8.81455816  53.04041894],[  8.81471301  53.04075187],[  8.81514438  53.04159354],[  8.8155099  53.04216  ],[  8.81576403  53.04259541],[  8.81605  53.04312],[  8.81646015  53.04392432],[  8.81742547  53.04575636],[  8.81769533  53.04614181],[  8.81779443  53.04627445],[  8.81779687  53.04627745],[  8.81779908  53.04628016],[  8.81780015  53.04628147],[  8.81789968  53.04640367],[  8.81823158  53.04674464]
[  8.80924545  53.03204475],[  8.80926    53.0320399],[  8.80925578  53.03204131],[  8.80925272  53.03204233],[  8.80925199  53.03204257],[  8.80925189  53.03204261],[  8.80924545  53.03204475],[  8.80926    53.0320399],[  8.80925578  53.03204131],[  8.80925272  53.03204233],[  8.80925199  53.03204257],[  8.80925189  53.03204261],[  8.80924545  53.03204475],[  8.80926    53.0320399],[  8.80925578  53.03204131],[  8.80925272  53.03204233],[  8.80925199  53.03204257],[  8.80925189  53.03204261],[  8.80924545  53.03204475],[  8.80926    53.0320399],[  8.80925578  53.03204131],[  8.80925272  53.03204233],[  8.80925199  53.03204257],[  8.80925189  53.03204261],[  8.80924545  53.03204475],[  8.80926    53.0320399],[  8.80925578  53.03204131],[  8.80925272  53.03204233],[  8.80925199  53.03204257],[  8.80925189  53.03204261],[  8.80924545  53.03204475],[  8.80924319  53.03204551],[  8.80905321  53.03168607],[  8.80875  53.03134],[  8.80864931  53.03084275],[  8.80836    53.0305599],[  8.80778  53.02986],[  8.80746767  53.02946393],[  8.80711  53.02924],[  8.80669048  53.02849017],[  8.80631566  53.0280194 ],[  8.80592036  53.02752118],[  8.8053999  53.02717  ],[  8.80493832  53.02730156],[  8.80386818  53.02760658],[  8.8012237   53.02835986],[  8.80095114  53.02794262],[  8.80080311  53.02774729]
[  8.78820238  53.09750252],[  8.78861692  53.0976397 ],[  8.78896148  53.09773607],[  8.78896711  53.09772935],[  8.7889499  53.0977499],[  8.78934085  53.09749105],[  8.7896999  53.09692  ],[  8.7898699  53.0966999],[  8.7904299  53.09603  ],[  8.7906599  53.09593  ],[  8.79093327  53.09556664],[  8.79097339  53.09539043],[  8.79097786  53.09538457],[  8.79098045  53.09538119],[  8.79098081  53.09538071],[  8.79098119  53.09538021],[  8.79098176  53.09537947],[  8.79098333  53.09537741],[  8.79098477  53.09537553],[  8.7911199  53.09534  ],[  8.79113343  53.0952904 ],[  8.7911799  53.09512  ],[  8.79117688  53.09511869],[  8.79162  53.09463],[  8.79198  53.09419],[  8.79238  53.09374],[  8.7928     53.0931899],[  8.79293732  53.09301714],[  8.79295301  53.0929974 ],[  8.79295314  53.09299724],[  8.7929536   53.09299667],[  8.79295426  53.09299583],[  8.79295446  53.09299558],[  8.79295461  53.09299539],[  8.79311    53.0927999],[  8.7933199  53.09255  ],[  8.79385133  53.09210505],[  8.79428989  53.09159937],[  8.79479239  53.09103781],[  8.79529713  53.09044569],[  8.79579234  53.08987625],[  8.79662327  53.08830546],[  8.79733045  53.08765259],[  8.79626  53.08649],[  8.7957622   53.08574395],[  8.79483816  53.08511656],[  8.79394025  53.08447718],[  8.7930799  53.08372  ],[  8.79269995  53.08297604],[  8.79178  53.08235],[  8.79154575  53.08134935],[  8.7911     53.0807899],[  8.79037022  53.07984447],[  8.78956    53.0789799],[  8.78921262  53.07827008],[  8.78868708  53.07747732],[  8.78816984  53.07668803],[  8.78718293  53.07507372],[  8.78664    53.0745199]
